"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"57 đường 284, Phường 4, Quận 8, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","false",,,,"10.734844","106.6780399","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"32","Quận 8, Hồ Chí Minh","57 đường 284","Bãi xe lê vạn","3.7","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe%20l%C3%AA%20v%E1%BA%A1n&query_place_id=ChIJUy39MxMvdTERoUTtG_UnScE",,"3"
"396/15B/1 D. Bá Trạc, Phường 9, Quận 8, Hồ Chí Minh, Việt Nam","Vườn","false",,,,"10.7435902","106.6905559","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 398 800 908",,"23","Quận 8, Hồ Chí Minh","396/15B/1 D. Bá Trạc","Nhà tui ở Gia Lai","5","https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20tui%20%E1%BB%9F%20Gia%20Lai&query_place_id=ChIJ6U4BTxEvdTERyDuzt1G1lRQ",,"1"
"Đ. Phạm Hùng, Ấp 4, Bình Chánh, Hồ Chí Minh, Việt Nam","Gara đỗ xe","false",,,,"10.7338848","106.6725982",,,,,,,,,,,,,,,"+84 983 346 938",,"31","Bình Chánh, Hồ Chí Minh","Đ. Phạm Hùng","Garage ÔTÔ Thiên Vương","5","https://www.google.com/maps/search/?api=1&query=Garage%20%C3%94T%C3%94%20Thi%C3%AAn%20V%C6%B0%C6%A1ng&query_place_id=ChIJbX82bAAvdTER0us4T6RnIfY",,"2"
"45 Đ. Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.7364601","106.6799866","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"30","Quận 8, Hồ Chí Minh","45 Đ. Cao Lỗ","Bãi Giữ Xe 79","3.2","https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20Gi%E1%BB%AF%20Xe%2079&query_place_id=ChIJFVH4j60vdTERnQZ9pr7wFlw",,"6"
"79 cao lỗ p4 q8, Phường 4, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Bãi đỗ xe","true",,,,"10.73659","106.68008","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 909 532 387",,"29","Quận 8, Thành phố Hồ Chí Minh","79 cao lỗ p4 q8","Công ty tnhh thuong mai dich vu kho bai 79","3.4","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20ty%20tnhh%20thuong%20mai%20dich%20vu%20kho%20bai%2079&query_place_id=ChIJv1Wkj60vdTERpmpXgeUMQGw",,"5"
"3-1 Đ. Nguyễn Duy, Phường 8, Quận 8, Hồ Chí Minh 700000, Việt Nam","Công viên","true",,,,"10.7475104","106.6772363","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày",,,"5","Quận 8, Hồ Chí Minh","3-1 Đ. Nguyễn Duy","Khu tập luyện ngoài trời Diamond Lotus",,"https://www.google.com/maps/search/?api=1&query=Khu%20t%E1%BA%ADp%20luy%E1%BB%87n%20ngo%C3%A0i%20tr%E1%BB%9Di%20Diamond%20Lotus&query_place_id=ChIJEdFbWMYvdTERSZ9odOD76cg",,"0"
"264b Đ. Lưu Hữu Phước, Phường 15, Quận 8, Hồ Chí Minh, Việt Nam","Bãi đỗ xe","false",,,,"10.724458","106.634226",,,,,,,,,,,,,,,,,"24","Quận 8, Hồ Chí Minh","264b Đ. Lưu Hữu Phước","Bãi xe",,"https://www.google.com/maps/search/?api=1&query=B%C3%A3i%20xe&query_place_id=ChIJN9bUPvcvdTERfMoeklBstQs",,"0"
"157/37A Đ. Bùi Minh Trực, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.736865","106.659121",,,,,,,,,,,,,,,,,"99","Quận 8, Thành phố Hồ Chí Minh","157/37A Đ. Bùi Minh Trực","A+",,"https://www.google.com/maps/search/?api=1&query=A%2B&query_place_id=ChIJ1U9AIJAvdTERFNLm70cRAg0",,"0"
"46 Đ. Lê Bôi, Phường 7, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7082418","106.6272746",,,,,,,,,,,,,,,,,"25","Quận 8, Hồ Chí Minh","46 Đ. Lê Bôi","Phòng Cho Thuê Anh Thảo",,"https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Cho%20Thu%C3%AA%20Anh%20Th%E1%BA%A3o&query_place_id=ChIJUUgrt_8tdTERaubLy52WxSQ",,"0"
"03 Street 7, Binh Dang Residential, Ward 6, District 8, Ho Chi Minh City, Việt Nam","Khách sạn","true",,,,"10.7342487","106.6556587",,,,,,,,,,,,,,,"+84 28 3981 4621",,"35","Quận 8, Hồ Chí Minh","03 Street 7, Binh Dang Residential, Ward 6, District 8, Ho Chi Minh City","Le Lan Mini Hotel",,"https://www.google.com/maps/search/?api=1&query=Le%20Lan%20Mini%20Hotel&query_place_id=ChIJjdQutUMudTERXteSCuiT0VE",,"0"
"344 QL50, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7322964","106.6560459",,,,,,,,,,,,,,,"+84 28 3981 0342",,"39","Quận 8, Hồ Chí Minh","344 QL50","Khách Sạn Thái Hân",,"https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Th%C3%A1i%20H%C3%A2n&query_place_id=ChIJJRv00UMudTERzTg0InPyyms",,"0"
"26 Đường Hoàng Kim Giao, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7379977","106.6691787",,,,,,,,,,,,,,,"+84 28 3850 7688",,"63","Quận 8, Hồ Chí Minh","26 Đường Hoàng Kim Giao","Phòng Cho Thuê Thái Dương","3","https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Cho%20Thu%C3%AA%20Th%C3%A1i%20D%C6%B0%C6%A1ng&query_place_id=ChIJI3t5k1EudTERaswVnUziRUI",,"1"
"300 Bông Sao, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.736003","106.663251",,,,,,,,,,,,,,,"+84 816 197 968",,"48","Quận 8, Hồ Chí Minh","300 Bông Sao","Kat in love - Bông Sao","5","https://www.google.com/maps/search/?api=1&query=Kat%20in%20love%20-%20B%C3%B4ng%20Sao&query_place_id=ChIJSS8VVQAvdTERP5qDH_3DrYA",,"51"
"540 Cách Mạng Tháng 8, Phường 6, Quận 3, Hồ Chí Minh, Việt Nam","Khách sạn lưu trú dài hạn","true",,,,"10.7378841","106.6563312",,,,,,,,,,,,,,,"+84 903 082 311",,"26","Quận 3, Hồ Chí Minh","540 Cách Mạng Tháng 8","Phòng Trọ Tốt","5","https://www.google.com/maps/search/?api=1&query=Ph%C3%B2ng%20Tr%E1%BB%8D%20T%E1%BB%91t&query_place_id=ChIJgW9Dvd8vdTERT_MdlrtUk0Y","https://chototbatdongsan.com/cho-thue-phong-tro_quan-3-c13098","1"
"5 Đường, 911A Đ. Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn tình yêu","false",,,,"10.7336973","106.6590736",,,,,,,,,,,,,,,"+84 909 724 269",,"24","Quận 8, Hồ Chí Minh","5 Đường, 911A Đ. Tạ Quang Bửu","KHÁCH SẠN NHƯ Ý","2.5","https://www.google.com/maps/search/?api=1&query=KH%C3%81CH%20S%E1%BA%A0N%20NH%C6%AF%20%C3%9D&query_place_id=ChIJHbXtno4vdTERLyDCBGujCJc",,"6"
"1 Đường số 6 Khu Hiệp Ân, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,,"10.7361456","106.6672846",,,,,,,,,,,,,,,,,"23","Quận 8, Hồ Chí Minh","1 Đường số 6 Khu Hiệp Ân","Khách Sạn Ty Lai","4","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Ty%20Lai&query_place_id=ChIJ0-KO0k8udTER0co58Emlefg",,"7"
"885 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.7344006","106.6633486",,,,,,,,,,,,,,,,,"96","Quận 8, Thành phố Hồ Chí Minh","885 Đ. Tạ Quang Bửu","Nhà hà việt phố",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0%20h%C3%A0%20vi%E1%BB%87t%20ph%E1%BB%91&query_place_id=ChIJi9kQvRovdTERQUj0SJES2CU",,"0"
"886C Đ. Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh 700000, Việt Nam","Khách sạn","false",,,,"10.7345254","106.6622561",,,,,,,,,,,,,,,"+84 906 352 806",,"54","Quận 8, Hồ Chí Minh","886C Đ. Tạ Quang Bửu","Khách Sạn Trường Thịnh","5","https://www.google.com/maps/search/?api=1&query=Kh%C3%A1ch%20S%E1%BA%A1n%20Tr%C6%B0%E1%BB%9Dng%20Th%E1%BB%8Bnh&query_place_id=ChIJX2k8AHIvdTER5-6CmS-ECb8",,"2"
"125 Bông Sao, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,,"10.7388349","106.6624587",,,,,,,,,,,,,,,,,"98","Quận 8, Thành phố Hồ Chí Minh","125 Bông Sao","cháo dinh dưỡng vietsoup",,"https://www.google.com/maps/search/?api=1&query=ch%C3%A1o%20dinh%20d%C6%B0%E1%BB%A1ng%20vietsoup&query_place_id=ChIJ2QIFYjAvdTERHuaD7IA0PsI",,"0"
"238/15/8 Liên Tỉnh 5, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,,"10.7358581","106.6548862","Thứ Tư","09:00 to 15:00","Thứ Năm","09:00 to 15:00","Thứ Sáu","09:00 to 15:00","Thứ Bảy","09:00 to 15:00","Chủ Nhật","09:00 to 15:00","Thứ Hai","09:00 to 15:00","Thứ Ba","09:00 to 15:00","+84 901 360 701",,"95","Quận 8, Hồ Chí Minh","238/15/8 Liên Tỉnh 5","Cơm Xèo Gâu Gâu","3","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20X%C3%A8o%20G%C3%A2u%20G%C3%A2u&query_place_id=ChIJ-cvhVfMvdTERh2y1wEFaoYA",,"2"
"Cạnh trường mầm non Hoa Trà Mi, 962 Đ. Tạ Quang Bửu, Phường 6, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","false",,,,"10.7342219","106.6551211",,,,,,,,,,,,,,,"+84 865 225 308",,"100","Quận 8, Thành phố Hồ Chí Minh","Cạnh trường mầm non Hoa Trà Mi, 962 Đ. Tạ Quang Bửu","Bánh Mì Pà Tèo","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20M%C3%AC%20P%C3%A0%20T%C3%A8o&query_place_id=ChIJVVVVVUAudTER9eQssQdh3_0",,"11"
"174 QL50, Phường 6, Quận 8, Hồ Chí Minh 750000, Việt Nam","Nhà hàng ăn nhanh","false",,,,"10.7372657","106.6561558","Thứ Tư","09:00 to 21:15","Thứ Năm","09:00 to 21:15","Thứ Sáu","09:00 to 21:15","Thứ Bảy","09:00 to 21:15","Chủ Nhật","09:00 to 21:15","Thứ Hai","09:00 to 21:15","Thứ Ba","09:00 to 21:15","+84 938 022 539",,"91","Quận 8, Hồ Chí Minh","174 QL50","CÔ HẰNG - RAU CÂU DỪA - QL50","5","https://www.google.com/maps/search/?api=1&query=C%C3%94%20H%E1%BA%B0NG%20-%20RAU%20C%C3%82U%20D%E1%BB%AAA%20-%20QL50&query_place_id=ChIJW8B9QwsvdTERf6FbnB9LDV8",,"7"
"907 Đ. Tạ Quang Bửu, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng món bánh mì nướng","false",,,,"10.7341585","106.6621394",,,,,,,,,,,,,,,"+84 365 286 995",,"101","Quận 8, Thành phố Hồ Chí Minh","907 Đ. Tạ Quang Bửu","bánh mì cà phê GIÒN",,"https://www.google.com/maps/search/?api=1&query=b%C3%A1nh%20m%C3%AC%20c%C3%A0%20ph%C3%AA%20GI%C3%92N&query_place_id=ChIJ_eICevgvdTERU0dczV4fn28",,"0"
"143A Bông Sao, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","true",,,,"10.7384055","106.6626062","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","16:00 to 22:00","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00","+84 357 975 357",,"60","Quận 8, Hồ Chí Minh","143A Bông Sao","Tré Trộn Cô Tươi","4.7","https://www.google.com/maps/search/?api=1&query=Tr%C3%A9%20Tr%E1%BB%99n%20C%C3%B4%20T%C6%B0%C6%A1i&query_place_id=ChIJ8foJVtEvdTERV7YTyUxyyFA",,"3"
"16D Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","false",,,,"10.7371218","106.6582127","Thứ Tư","06:00 to 18:00","Thứ Năm","06:00 to 18:00","Thứ Sáu","06:00 to 18:00","Thứ Bảy","06:00 to 18:00","Chủ Nhật","06:00 to 19:30","Thứ Hai","06:00 to 18:00","Thứ Ba","06:00 to 18:00","+84 814 501 012",,"90","Quận 8, Hồ Chí Minh","16D Đ. Bùi Minh Trực","Bún Thịt Nướng Bùi Minh Trực","4","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20B%C3%B9i%20Minh%20Tr%E1%BB%B1c&query_place_id=ChIJ9eqn7KovdTERcTX0tu6x41s",,"5"
"155 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","false",,,,"10.738349","106.6590225",,,,,,,,,,,,,,,"+84 961 906 378",,"89","Quận 8, Hồ Chí Minh","155 Đ. Bùi Minh Trực","Đậu Hũ Bắc Ninh","5","https://www.google.com/maps/search/?api=1&query=%C4%90%E1%BA%ADu%20H%C5%A9%20B%E1%BA%AFc%20Ninh&query_place_id=ChIJ8Zn0ZAAvdTERpIqHqRUWU8A",,"3"
"223 Bông Sao, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Quán cà phê","false",,,,"10.7372034","106.6630609","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 938 963 998",,"87","Quận 8, Hồ Chí Minh","223 Bông Sao","AKINA","5","https://www.google.com/maps/search/?api=1&query=AKINA&query_place_id=ChIJ2yHNIAsvdTERdGhgIvHB69s","https://www.facebook.com/kembonangzoequan8","5"
"0.04, Block A1a Chung cư III Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.7360243","106.6586573","Thứ Tư","06:00 to 11:00","Thứ Năm","06:00 to 11:00","Thứ Sáu","06:00 to 11:00","Thứ Bảy","06:00 to 11:00","Chủ Nhật","06:00 to 11:00","Thứ Hai","06:00 to 11:00","Thứ Ba","06:00 to 11:00","+84 916 816 806",,"62","Quận 8, Hồ Chí Minh","0.04, Block A1a Chung cư III Bùi Minh Trực","Bánh mì Mr. Bin","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20m%C3%AC%20Mr.%20Bin&query_place_id=ChIJi22bDawvdTERvhStj5Rq3nI",,"1"
"Liên Tỉnh 5/224 QL50, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Cửa hàng thịt gà","false",,,,"10.736395","106.656048","Thứ Tư","07:30 to 23:00","Thứ Năm","07:30 to 23:00","Thứ Sáu","07:30 to 23:00","Thứ Bảy","07:30 to 23:00","Chủ Nhật","07:30 to 23:00","Thứ Hai","07:30 to 23:00","Thứ Ba","07:30 to 23:00","+84 986 881 105",,"70","Quận 8, Hồ Chí Minh","Liên Tỉnh 5/224 QL50","Bác 2 Voi: Gà Ủ Muối Đậm Vị - QL50 - Quận 8","4.7","https://www.google.com/maps/search/?api=1&query=B%C3%A1c%202%20Voi%3A%20G%C3%A0%20%E1%BB%A6%20Mu%E1%BB%91i%20%C4%90%E1%BA%ADm%20V%E1%BB%8B%20-%20QL50%20-%20Qu%E1%BA%ADn%208&query_place_id=ChIJW9IJkcEvdTERDjmaov83Tio","https://gaumuoibac2voi.com/","13"
"886c Đ. Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.7345254","106.6622561",,,,,,,,,,,,,,,,,"85","Quận 8, Hồ Chí Minh","886c Đ. Tạ Quang Bửu","A béo Hà nội Bún đậu mẹt","5","https://www.google.com/maps/search/?api=1&query=A%20b%C3%A9o%20H%C3%A0%20n%E1%BB%99i%20B%C3%BAn%20%C4%91%E1%BA%ADu%20m%E1%BA%B9t&query_place_id=ChIJn2vlMQAvdTER-xvatZUch-k",,"6"
"227 Liên Tỉnh 5, Phường 6, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng món nướng","true",,,,"10.736118","106.6573031","Thứ Tư","07:00 to 16:00","Thứ Năm","07:00 to 16:00","Thứ Sáu","07:00 to 16:00","Thứ Bảy","07:00 to 16:00","Chủ Nhật","07:00 to 16:00","Thứ Hai","07:00 to 16:00","Thứ Ba","07:00 to 16:00","+84 983 987 673",,"75","Quận 8, Hồ Chí Minh","227 Liên Tỉnh 5","Cơm Tấm Thuận Phát","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Thu%E1%BA%ADn%20Ph%C3%A1t&query_place_id=ChIJTerqoE8vdTER-0D7X11x_u4",,"1"
"85/50 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,,"10.7375037","106.6603386",,,,,,,,,,,,,,,,,"81","Quận 8, Hồ Chí Minh","85/50 Đ. Bùi Minh Trực","Bún chả cá - Cô Hai Xứ Nẫu",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ch%E1%BA%A3%20c%C3%A1%20-%20C%C3%B4%20Hai%20X%E1%BB%A9%20N%E1%BA%ABu&query_place_id=ChIJqYY2MzkvdTERq-bWOJF53HU",,"0"
"18000 Dương Quang Đông, Phường 5, Quận 8, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,,"10.7344242","106.6683169",,,,,,,,,,,,,,,,,"86","Quận 8, Thành phố Hồ Chí Minh","18000 Dương Quang Đông","Bún nước lèo Bạc Liêu","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20n%C6%B0%E1%BB%9Bc%20l%C3%A8o%20B%E1%BA%A1c%20Li%C3%AAu&query_place_id=ChIJFQpaKgIvdTERB6iflhDPSPA",,"1"
"7h Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","false",,,,"10.7369202","106.6571224",,,,,,,,,,,,,,,"+84 934 121 649",,"69","Quận 8, Hồ Chí Minh","7h Đ. Bùi Minh Trực","Johnny Do",,"https://www.google.com/maps/search/?api=1&query=Johnny%20Do&query_place_id=ChIJDY-eHjIvdTERnDayXvHCobs",,"0"
"156 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,,"10.7387361","106.6590128",,,,,,,,,,,,,,,,,"73","Quận 8, Hồ Chí Minh","156 Đ. Bùi Minh Trực","Gà Rán - Bánh Gạo Hàn Quốc 22k - Good Chicken","4","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20R%C3%A1n%20-%20B%C3%A1nh%20G%E1%BA%A1o%20H%C3%A0n%20Qu%E1%BB%91c%2022k%20-%20Good%20Chicken&query_place_id=ChIJkwTeGNYvdTERuS7O-rgA3nI",,"1"
"157 35 Đường 139, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa nửa buổi","false",,,,"10.7376131","106.6592685","Thứ Tư","08:00 to 18:30","Thứ Năm","08:00 to 18:30","Thứ Sáu","08:00 to 18:30","Thứ Bảy","08:00 to 18:30","Chủ Nhật","Đóng cửa","Thứ Hai","08:00 to 18:30","Thứ Ba","08:00 to 18:30",,,"65","Quận 8, Hồ Chí Minh","157 35 Đường 139","Hủ tiếu hoà xỉn","5","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20ho%C3%A0%20x%E1%BB%89n&query_place_id=ChIJm2pn21EvdTER0AogaXKDfvg",,"2"
"105 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,,"10.7387346","106.6599323","Thứ Tư","16:00 to 21:00","Thứ Năm","16:00 to 21:00","Thứ Sáu","16:00 to 21:00","Thứ Bảy","16:00 to 21:00","Chủ Nhật","16:00 to 21:00","Thứ Hai","16:00 to 21:00","Thứ Ba","16:00 to 21:00",,,"67","Quận 8, Hồ Chí Minh","105 Đ. Bùi Minh Trực","Phá Lấu Vịt - anh Tài","4.1","https://www.google.com/maps/search/?api=1&query=Ph%C3%A1%20L%E1%BA%A5u%20V%E1%BB%8Bt%20-%20anh%20T%C3%A0i&query_place_id=ChIJAV2Rc84vdTERKGRfIAguNDw",,"44"
"216 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,,"10.7379431","106.6570948","Thứ Tư","06:00 to 20:00","Thứ Năm","06:00 to 20:00","Thứ Sáu","06:00 to 20:00","Thứ Bảy","06:00 to 20:00","Chủ Nhật","06:00 to 20:00","Thứ Hai","06:00 to 20:00","Thứ Ba","06:00 to 20:00",,,"66","Quận 8, Hồ Chí Minh","216 Đ. Bùi Minh Trực","Cháo Dinh Dưỡng Cây Thị","4.8","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20C%C3%A2y%20Th%E1%BB%8B&query_place_id=ChIJLxVzyFwudTERilo-dzhrenQ",,"4"
"85/122/ 17 Đ. Bùi Minh Trực, Bên hông chùa, liên hoa, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,,"10.7354953","106.6600848","Thứ Tư","14:30 to 22:00","Thứ Năm","14:30 to 22:00","Thứ Sáu","14:30 to 22:00","Thứ Bảy","14:30 to 22:00","Chủ Nhật","14:30 to 22:00","Thứ Hai","14:30 to 22:00","Thứ Ba","14:30 to 22:00","+84 349 981 733",,"84","liên hoa, Hồ Chí Minh","85/122/ 17 Đ. Bùi Minh Trực","Quán Ăn vặt Chang","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20%C4%82n%20v%E1%BA%B7t%20Chang&query_place_id=ChIJXZN19A4vdTERVnz419Xlg7I",,"2"
"A33 3B, Bình Hưng, Bình Chánh, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false",,,,"10.73238","106.658032","Thứ Tư","06:00 to 23:30","Thứ Năm","06:00 to 23:30","Thứ Sáu","06:00 to 23:30","Thứ Bảy","06:00 to 23:30","Chủ Nhật","06:00 to 23:30","Thứ Hai","06:00 to 23:30","Thứ Ba","06:00 to 23:30","+84 973 498 704",,"76","Bình Chánh, Hồ Chí Minh","A33 3B","Chân vịt Dacheng TPHCM","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20v%E1%BB%8Bt%20Dacheng%20TPHCM&query_place_id=ChIJV0fEKIcxdTERRiDE5K5aP9I",,"3"
"190 Đ. Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,,"10.7383955","106.6583128",,,,,,,,,,,,,,,"+84 908 752 036",,"78","Quận 8, Hồ Chí Minh","190 Đ. Bùi Minh Trực","Cháo Dinh Dưỡng Ngọc Sang","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A1o%20Dinh%20D%C6%B0%E1%BB%A1ng%20Ng%E1%BB%8Dc%20Sang&query_place_id=ChIJkaeJaAAvdTERgQzGujAiUUg",,"2"
"202 Bông Sao, Phường 5, Quận 8, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true","https://food.google.com/chooseprovider?restaurantId=/g/11s19m23z4&g2lbs=AOHF13mlqQKSzQwzPnsULH_1CtWpC7HYRBXwW8ZqBRPnZ4NrJihQpQCgKB5maWqVVx-pZjD8Wrwcnrc1UkA-KLAxA1gdZbMexTXUdTNB-GmoN_lBQdfGKBs%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=fMlyZoXUIoT6kPIP65qKoAo&ei=fMlyZoXUIoT6kPIP65qKoAo&fo_s=OA,SOE&opi=79508299&foub=mcpp",,,"10.73779","106.6626514","Thứ Tư","15:00 to 22:00","Thứ Năm","15:00 to 22:00","Thứ Sáu","15:00 to 22:00","Thứ Bảy","15:00 to 22:00","Chủ Nhật","15:00 to 22:00","Thứ Hai","15:00 to 22:00","Thứ Ba","15:00 to 22:00","+84 976 777 364",,"71","Quận 8, Hồ Chí Minh","202 Bông Sao","Bánh tráng nướng Phan Thiết","4.5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20tr%C3%A1ng%20n%C6%B0%E1%BB%9Bng%20Phan%20Thi%E1%BA%BFt&query_place_id=ChIJF_OlIMUvdTERduv7knkhrh8",,"15"
