"address","categoryName","claimThisBusiness","googleFoodUrl","hotelStars","location/lat","location/lng","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","phone","price","rank","state","street","title","totalScore","url","website","reviewsCount"
"840/57 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Quán nhậu kiểu Nhật phong cách hiện đại","false",,,"10.7704464","106.5991982","Thứ Tư","09:00 to 23:00","Thứ Năm","09:00 to 23:00","Thứ Sáu","09:00 to 23:00","Thứ Bảy","09:00 to 23:00","Chủ Nhật","09:00 to 23:00","Thứ Hai","09:00 to 23:00","Thứ Ba","09:00 to 23:00","+84 329 658 774",,"18","Bình Tân, Hồ Chí Minh","840/57 HL2","Quán Hải sản 2 khánh","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20H%E1%BA%A3i%20s%E1%BA%A3n%202%20kh%C3%A1nh&query_place_id=ChIJn9GyPpktdTER1OZO_Kg72zo",,"1"
"223 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7695345","106.6025525","Thứ Tư","16:00 to 22:00","Thứ Năm","16:00 to 22:00","Thứ Sáu","16:00 to 22:00","Thứ Bảy","16:00 to 22:00","Chủ Nhật","16:00 to 22:00","Thứ Hai","16:00 to 22:00","Thứ Ba","16:00 to 22:00",,,"40","Bình Tân, Hồ Chí Minh","223 Mã Lò","Cơm tấm 223 Mã Lò","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20t%E1%BA%A5m%20223%20M%C3%A3%20L%C3%B2&query_place_id=ChIJVeJATQAtdTERKleX3ml069Q",,"13"
"422A, Le Van Quoi Street, Binh Hung Hoa A Ward, Binh Tan District, Bình Hưng Hoà A, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7764248","106.6071719",,,,,,,,,,,,,,,"+84 979 998 789",,"33","Bình Tân, Hồ Chí Minh","422A, Le Van Quoi Street, Binh Hung Hoa A Ward, Binh Tan District","Thuy Dung Motel",,"https://www.google.com/maps/search/?api=1&query=Thuy%20Dung%20Motel&query_place_id=ChIJG36u8hQsdTERfL67lo9eXFM",,"0"
"50/11B Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng gia đình","true",,,"10.7592799","106.6058153","Thứ Tư","08:00 to 21:00","Thứ Năm","08:00 to 21:00","Thứ Sáu","08:00 to 21:00","Thứ Bảy","08:00 to 21:00","Chủ Nhật","08:00 to 21:00","Thứ Hai","08:00 to 21:00","Thứ Ba","08:00 to 21:00","+84 977 531 268",,"120","Bình Tân, Hồ Chí Minh","50/11B Mã Lò","Ăn vặt 2 cô bạn, Mã lò",,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20v%E1%BA%B7t%202%20c%C3%B4%20b%E1%BA%A1n%2C%20M%C3%A3%20l%C3%B2&query_place_id=ChIJP4ig07wtdTERktBnbVFrHvM",,"0"
"1024/1C, TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cho người ăn chay","true",,,"10.755009","106.602809","Thứ Tư","06:00 to 11:00, 16:00 to 21:00","Thứ Năm","06:00 to 11:00, 16:00 to 21:00","Thứ Sáu","06:00 to 11:00, 16:00 to 21:00","Thứ Bảy","06:00 to 11:00, 16:00 to 21:00","Chủ Nhật","Đóng cửa","Thứ Hai","06:00 to 11:00, 16:00 to 21:00","Thứ Ba","06:00 to 11:00, 16:00 to 21:00","+84 937 562 839",,"95","Bình Tân, Hồ Chí Minh","1024/1C, TL10","Quán Chay “Sở Nguyện”","4.4","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Chay%20%E2%80%9CS%E1%BB%9F%20Nguy%E1%BB%87n%E2%80%9D&query_place_id=ChIJn_VSZDotdTERzI8ov1WN6ZU",,"9"
"151/34 Liên Khu 4-5, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Khách sạn","true",,,"10.7929063","106.6081742",,,,,,,,,,,,,,,,,"40","Bình Tân, Hồ Chí Minh","151/34 Liên Khu 4-5","khách sạn","5","https://www.google.com/maps/search/?api=1&query=kh%C3%A1ch%20s%E1%BA%A1n&query_place_id=ChIJEQbopY8tdTER8XyzP6438tE",,"1"
"345 Bình Thành, Bình Hưng Hoà B, Bình Tân, Hồ Chí Minh, Việt Nam","Điểm thu hút khách du lịch","true",,,"10.8169723","106.5887868",,,,,,,,,,,,,,,,,"11","Bình Tân, Hồ Chí Minh","345 Bình Thành","Nhà",,"https://www.google.com/maps/search/?api=1&query=Nh%C3%A0&query_place_id=ChIJAdPNq4QrdTERKmTQQVHPMEs",,"0"
"32 Đường Số 29, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true","https://food.google.com/chooseprovider?restaurantId=/g/11vwyw_mvb&g2lbs=AOHF13mrHCmz_6F_tUe5OqhbowR7-JrawuojGq83DtS90KBkViK7ZBWTPcnLIzDZTYjO-f7S0LgqSHI3Y1yLXjX8DPkRJlG9vBWOYD-MqU9ifTocYV9OIe4%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=z-dyZp3AFpHDkPIP2tGFoA0&ei=z-dyZp3AFpHDkPIP2tGFoA0&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.755959","106.6141434","Thứ Tư","06:00 to 11:00","Thứ Năm","06:00 to 11:00","Thứ Sáu","06:00 to 11:00","Thứ Bảy","06:00 to 11:00","Chủ Nhật","06:00 to 11:00","Thứ Hai","06:00 to 11:00","Thứ Ba","06:00 to 11:00",,,"119","Bình Tân, Hồ Chí Minh","32 Đường Số 29","Bún Cá Kiên Giang Trang",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20C%C3%A1%20Ki%C3%AAn%20Giang%20Trang&query_place_id=ChIJV0q9OgAtdTERh-v-U2YQNK0",,"0"
"QJ44+3FJ, Tên Lửa, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7552084","106.6061501",,,,,,,,,,,,,,,,,"143","Bình Tân, Thành phố Hồ Chí Minh","QJ44+3FJ, Tên Lửa","Bánh canh vịt Bến Tre","5","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20canh%20v%E1%BB%8Bt%20B%E1%BA%BFn%20Tre&query_place_id=ChIJX6EwdectdTERtXlJfWVh_X4",,"1"
"97 Đường số 24, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.7541266","106.6122432","Thứ Tư","06:30 to 10:30","Thứ Năm","06:30 to 10:30","Thứ Sáu","06:30 to 10:30","Thứ Bảy","06:30 to 10:30","Chủ Nhật","06:30 to 10:30","Thứ Hai","06:30 to 10:30","Thứ Ba","06:30 to 10:30","+84 901 115 858",,"106","Bình Tân, Hồ Chí Minh","97 Đường số 24","PHỞ VINH TÊN LỬA","3","https://www.google.com/maps/search/?api=1&query=PH%E1%BB%9E%20VINH%20T%C3%8AN%20L%E1%BB%ACA&query_place_id=ChIJ_UhxoewtdTERZhxfdcFFAb0",,"1"
"113 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.762651","106.6044361","Thứ Tư","06:30 to 11:00","Thứ Năm","06:30 to 11:00","Thứ Sáu","06:30 to 11:00","Thứ Bảy","06:30 to 11:00","Chủ Nhật","06:30 to 11:00","Thứ Hai","06:30 to 11:00","Thứ Ba","06:30 to 11:00","+84 937 822 665",,"126","Bình Tân, Hồ Chí Minh","113 Mã Lò","Hủ tiếu gà phụng","3.8","https://www.google.com/maps/search/?api=1&query=H%E1%BB%A7%20ti%E1%BA%BFu%20g%C3%A0%20ph%E1%BB%A5ng&query_place_id=ChIJMQzTa3otdTER9u0iAA84WbM",,"4"
"85 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7660552","106.6132848","Thứ Tư","06:00 to 11:30","Thứ Năm","06:00 to 11:30","Thứ Sáu","06:00 to 11:30","Thứ Bảy","06:00 to 11:30","Chủ Nhật","06:00 to 11:30","Thứ Hai","06:00 to 11:30","Thứ Ba","06:00 to 11:30",,,"123","Bình Tân, Hồ Chí Minh","85 Trương Phước Phan","Bún bò Minh Quân","5","https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20b%C3%B2%20Minh%20Qu%C3%A2n&query_place_id=ChIJZds4yHgtdTERLzMwIKVYzZQ",,"2"
"1063 TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng thịt gà","true","https://food.google.com/chooseprovider?restaurantId=/g/11h6qy61rp&g2lbs=AOHF13n8BXxsh5mJf0rCwrhPYGr-cWkTFE8gRWz3r-yO6AxiGEHx2Z-6LgSUD6vN4hkBnX5rwVdWHx_SEegIFlY36gpGoAIIf-tvX6OdA9VTH579u7bLq-U%3D&hl=vi-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=2-dyZq3bNaLWseMP76eiiAE&ei=2-dyZq3bNaLWseMP76eiiAE&fo_s=OA,SOE&opi=79508299&foub=mcpp",,"10.7546224","106.6002931","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 903 340 674",,"117","Bình Tân, Hồ Chí Minh","1063 TL10","CƠM GÀ XỐI MỠ DUY LINH 3","4","https://www.google.com/maps/search/?api=1&query=C%C6%A0M%20G%C3%80%20X%E1%BB%90I%20M%E1%BB%A0%20DUY%20LINH%203&query_place_id=ChIJJ7KDgJYtdTERoZ-nk3n3iJc",,"39"
"768a HL2, P, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng cơm biryani","false",,,"10.7651922","106.6020193","Thứ Tư","10:30 to 20:00","Thứ Năm","10:30 to 20:00","Thứ Sáu","10:30 to 20:00","Thứ Bảy","10:30 to 20:00","Chủ Nhật","10:30 to 20:00","Thứ Hai","10:30 to 20:00","Thứ Ba","10:30 to 20:00","+84 902 440 923",,"93","Bình Tân, Hồ Chí Minh","768a HL2","Quán cơm Bình Dân Tín Hương",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20c%C6%A1m%20B%C3%ACnh%20D%C3%A2n%20T%C3%ADn%20H%C6%B0%C6%A1ng&query_place_id=ChIJnXhDfTAtdTERIRPtkvuYCpI",,"0"
"133 Đường Số 29, Bình Trị Đông B, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng cơm","false",,,"10.7564971","106.6112559","Thứ Tư","05:00 to 14:00","Thứ Năm","05:00 to 14:00","Thứ Sáu","05:00 to 14:00","Thứ Bảy","05:00 to 14:00","Chủ Nhật","05:00 to 14:00","Thứ Hai","05:00 to 14:00","Thứ Ba","05:00 to 14:00","+84 909 542 181",,"121","Bình Tân, Thành phố Hồ Chí Minh","133 Đường Số 29","Cơm Tấm Long Xuyên Hải Thuý","4.1","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Long%20Xuy%C3%AAn%20H%E1%BA%A3i%20Thu%C3%BD&query_place_id=ChIJzbhfpzYsdTERlTF8QAJfO0A",,"121"
"243/27/66/9, Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","false",,,"10.7696679","106.6005898","Thứ Tư","09:00 to 21:00","Thứ Năm","09:00 to 21:00","Thứ Sáu","09:00 to 21:00","Thứ Bảy","09:00 to 21:00","Chủ Nhật","09:00 to 21:00","Thứ Hai","09:00 to 21:00","Thứ Ba","09:00 to 21:00","+84 988 693 868",,"118","Bình Tân, Hồ Chí Minh","243/27/66/9, Mã Lò","Quảng Đông Quán - Cơm Gà Xối Mỡ",,"https://www.google.com/maps/search/?api=1&query=Qu%E1%BA%A3ng%20%C4%90%C3%B4ng%20Qu%C3%A1n%20-%20C%C6%A1m%20G%C3%A0%20X%E1%BB%91i%20M%E1%BB%A1&query_place_id=ChIJY4o5RZUtdTERmQsV6mTziu8",,"0"
"46A Trương Phước Phan, Tổ 74, khu phố 7, Hồ Chí Minh 700000, Việt Nam","Nhà hàng bán đồ ăn mang về","false",,,"10.7667976","106.6132904","Thứ Tư","10:00 to 20:00","Thứ Năm","10:00 to 20:00","Thứ Sáu","10:00 to 20:00","Thứ Bảy","10:00 to 20:00","Chủ Nhật","10:00 to 20:00","Thứ Hai","10:00 to 20:00","Thứ Ba","10:00 to 20:00","+84 888 278 817",,"132","Bình Tân, Hồ Chí Minh","46A Trương Phước Phan, Tổ 74","Bánh tráng Cuốn - Trộn Út Trâm",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20tr%C3%A1ng%20Cu%E1%BB%91n%20-%20Tr%E1%BB%99n%20%C3%9At%20Tr%C3%A2m&query_place_id=ChIJ5RgJwaItdTERW1T0JwyhgzI",,"0"
"655 TL10, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7580335","106.6132417","Thứ Tư","12:00 to 21:00","Thứ Năm","12:00 to 21:00","Thứ Sáu","12:00 to 21:00","Thứ Bảy","12:00 to 21:00","Chủ Nhật","12:00 to 21:00","Thứ Hai","12:00 to 21:00","Thứ Ba","12:00 to 21:00","+84 902 544 857",,"104","Bình Tân, Hồ Chí Minh","655 TL10","Bánh Xèo Miền Tây - Cô Năm Vân","3","https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20X%C3%A8o%20Mi%E1%BB%81n%20T%C3%A2y%20-%20C%C3%B4%20N%C4%83m%20V%C3%A2n&query_place_id=ChIJ6_lgTe0tdTERpmTS6r5isbI","https://www.facebook.com/co5van/","2"
"639/61 HL2, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.7689056","106.6096405","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","06:00 to 14:00","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00","+84 766 354 526",,"138","Bình Tân, Hồ Chí Minh","639/61 HL2","Bún riêu Hạnh",,"https://www.google.com/maps/search/?api=1&query=B%C3%BAn%20ri%C3%AAu%20H%E1%BA%A1nh&query_place_id=ChIJ-XD5SoYtdTERL7AuWgAb7m0",,"0"
"763 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng","true",,,"10.7661785","106.6059137","Thứ Tư","05:30 to 20:30","Thứ Năm","05:30 to 20:30","Thứ Sáu","05:30 to 20:30","Thứ Bảy","05:30 to 20:30","Chủ Nhật","05:30 to 20:30","Thứ Hai","05:30 to 20:30","Thứ Ba","05:30 to 20:30","+84 966 391 079",,"108","Bình Tân, Hồ Chí Minh","763 HL2","Cơm Chay Hoàng Kim","4.5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20Chay%20Ho%C3%A0ng%20Kim&query_place_id=ChIJMTh_pjgsdTER3wn2ymJ52rc",,"11"
"26 Trương Phước Phan, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","false",,,"10.7591523","106.6115883","Thứ Tư","16:00 to 21:00","Thứ Năm","16:00 to 21:00","Thứ Sáu","16:00 to 21:00","Thứ Bảy","16:00 to 21:00","Chủ Nhật","16:00 to 21:00","Thứ Hai","16:00 to 21:00","Thứ Ba","16:00 to 21:00","+84 909 945 779",,"139","Bình Tân, Hồ Chí Minh","26 Trương Phước Phan","Mr. Jin - Bánh xếp Đài Loan","5","https://www.google.com/maps/search/?api=1&query=Mr.%20Jin%20-%20B%C3%A1nh%20x%E1%BA%BFp%20%C4%90%C3%A0i%20Loan&query_place_id=ChIJ0wb0ozktdTERT9pOwzfWhuo",,"1"
"76 Đường Số 29, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7563477","106.6128315","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","06:00 to 14:00","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00",,,"129","Bình Tân, Hồ Chí Minh","76 Đường Số 29","Cơm Tấm Long Xuyên Hoa Phượng","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20T%E1%BA%A5m%20Long%20Xuy%C3%AAn%20Hoa%20Ph%C6%B0%E1%BB%A3ng&query_place_id=ChIJCQDIfwAtdTER8A0vtD-0x9M",,"1"
"688/41/1 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng bán đồ ăn mang về","false",,,"10.7692671","106.6071316","Thứ Tư","08:00 to 20:00","Thứ Năm","08:00 to 20:00","Thứ Sáu","08:00 to 20:00","Thứ Bảy","08:00 to 20:00","Chủ Nhật","08:00 to 20:00","Thứ Hai","08:00 to 20:00","Thứ Ba","08:00 to 20:00","+84 966 058 884",,"125","Bình Tân, Hồ Chí Minh","688/41/1 HL2","Ăn Vặt Báo Hồng",,"https://www.google.com/maps/search/?api=1&query=%C4%82n%20V%E1%BA%B7t%20B%C3%A1o%20H%E1%BB%93ng&query_place_id=ChIJTbBWFYctdTERiDRKvh9vc8I","https://shopee.vn/anvatbaohong","0"
"100 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng chuyên phục vụ bữa sáng","true",,,"10.7610143","106.6051792","Thứ Tư","06:00 to 14:00","Thứ Năm","06:00 to 14:00","Thứ Sáu","06:00 to 14:00","Thứ Bảy","06:00 to 14:00","Chủ Nhật","06:00 to 14:00","Thứ Hai","06:00 to 14:00","Thứ Ba","06:00 to 14:00",,,"130","Bình Tân, Hồ Chí Minh","100 Mã Lò","Quán Cơm Tấm - Bún Thịt Nướng Hương Vũ","5","https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20-%20B%C3%BAn%20Th%E1%BB%8Bt%20N%C6%B0%E1%BB%9Bng%20H%C6%B0%C6%A1ng%20V%C5%A9&query_place_id=ChIJ65_dBXYtdTEREuLiCA3dV5g",,"4"
"57 TL10, Bình Trị Đông A, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng hải sản","true",,,"10.758126","106.6081679",,,,,,,,,,,,,,,,,"140","Bình Tân, Thành phố Hồ Chí Minh","57 TL10","Quán Nhậu Ốc Trang",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20Nh%E1%BA%ADu%20%E1%BB%90c%20Trang&query_place_id=ChIJm6sAW80tdTER-MNiBTADBQA",,"0"
"86 Đ. Bình Trị Đông, Bình Trị Đông, Bình Tân, Hồ Chí Minh, Việt Nam","Sushi mang đi","false",,,"10.7624989","106.610049","Thứ Tư","15:30 to 21:00","Thứ Năm","15:30 to 21:00","Thứ Sáu","15:30 to 21:00","Thứ Bảy","15:30 to 21:00","Chủ Nhật","15:30 to 21:00","Thứ Hai","15:30 to 21:00","Thứ Ba","15:30 to 21:00","+84 903 545 713",,"128","Bình Tân, Hồ Chí Minh","86 Đ. Bình Trị Đông","Sushi ken",,"https://www.google.com/maps/search/?api=1&query=Sushi%20ken&query_place_id=ChIJyevVraAtdTER2pOyRTPnq6E",,"0"
"69 Đường số 36, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cơm","true",,,"10.7540084","106.6057648","Thứ Tư","07:00 to 21:00","Thứ Năm","07:00 to 21:00","Thứ Sáu","07:00 to 21:00","Thứ Bảy","07:00 to 21:00","Chủ Nhật","07:00 to 21:00","Thứ Hai","07:00 to 21:00","Thứ Ba","07:00 to 21:00","+84 907 727 169",,"113","Bình Tân, Hồ Chí Minh","69 Đường số 36","Quán Cơm Tấm Miền Tây Quận Bình Tân",,"https://www.google.com/maps/search/?api=1&query=Qu%C3%A1n%20C%C6%A1m%20T%E1%BA%A5m%20Mi%E1%BB%81n%20T%C3%A2y%20Qu%E1%BA%ADn%20B%C3%ACnh%20T%C3%A2n&query_place_id=ChIJLVIJhjUsdTERKqp3XjreWGc",,"0"
"88 Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh 700000, Việt Nam","Nhà hàng bán đồ ăn mang về","false",,,"10.7606165","106.605239","Thứ Tư","15:00 to 21:00","Thứ Năm","15:00 to 21:00","Thứ Sáu","15:00 to 21:00","Thứ Bảy","15:00 to 21:00","Chủ Nhật","15:00 to 21:00","Thứ Hai","15:00 to 21:00","Thứ Ba","15:00 to 21:00","+84 987 757 056",,"77","Bình Tân, Hồ Chí Minh","88 Mã Lò","Chân Gà Sốt Thái A Hùng","5","https://www.google.com/maps/search/?api=1&query=Ch%C3%A2n%20G%C3%A0%20S%E1%BB%91t%20Th%C3%A1i%20A%20H%C3%B9ng&query_place_id=ChIJtTOQIQAtdTERplZRlYnD7E8",,"1"
"1090c TL10, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.7547785","106.6004267","Thứ Tư","Mở cửa cả ngày","Thứ Năm","Mở cửa cả ngày","Thứ Sáu","Mở cửa cả ngày","Thứ Bảy","Mở cửa cả ngày","Chủ Nhật","Mở cửa cả ngày","Thứ Hai","Mở cửa cả ngày","Thứ Ba","Mở cửa cả ngày","+84 985 969 673",,"47","Bình Tân, Hồ Chí Minh","1090c TL10","Bánh xèo cô nguyệt 77",,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nh%20x%C3%A8o%20c%C3%B4%20nguy%E1%BB%87t%2077&query_place_id=ChIJrwjIDIEtdTERAy-0aJSIS6s",,"0"
"756 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","false",,,"10.7652015","106.6031112","Thứ Tư","10:00 to 21:30","Thứ Năm","10:00 to 21:30","Thứ Sáu","10:00 to 21:30","Thứ Bảy","10:00 to 21:30","Chủ Nhật","10:00 to 21:30","Thứ Hai","10:00 to 21:30","Thứ Ba","10:00 to 21:30","+84 373 781 663","$$","51","Bình Tân, Hồ Chí Minh","756 HL2","Gà rán Popeyes","4.1","https://www.google.com/maps/search/?api=1&query=G%C3%A0%20r%C3%A1n%20Popeyes&query_place_id=ChIJoVqCBEcsdTERFJjzzmQfXyM","https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-huong-lo-2","520"
"28/1A Mã Lò, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Quán ăn nhẹ","true",,,"10.7695707","106.6040087","Thứ Tư","11:00 to 15:00, 18:00 to 21:30","Thứ Năm","11:00 to 15:00, 18:00 to 21:30","Thứ Sáu","11:00 to 15:00, 18:00 to 21:30","Thứ Bảy","09:00 to 15:00, 18:00 to 21:30","Chủ Nhật","09:00 to 18:00","Thứ Hai","11:00 to 15:00, 18:00 to 21:30","Thứ Ba","11:00 to 15:00, 18:00 to 21:30","+84 896 622 511",,"75","Bình Tân, Hồ Chí Minh","28/1A Mã Lò","Măm Măm Family - Dimsum, Trà sữa, chè Khúc Bạch...","5","https://www.google.com/maps/search/?api=1&query=M%C4%83m%20M%C4%83m%20Family%20-%20Dimsum%2C%20Tr%C3%A0%20s%E1%BB%AFa%2C%20ch%C3%A8%20Kh%C3%BAc%20B%E1%BA%A1ch...&query_place_id=ChIJTUp6UQctdTERsdNTNIJZVUY",,"2"
"873 HL2, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng ăn nhanh","true",,,"10.766803","106.5992936","Thứ Tư","13:00 to 22:00","Thứ Năm","13:00 to 22:00","Thứ Sáu","13:00 to 22:00","Thứ Bảy","13:00 to 22:00","Chủ Nhật","13:00 to 22:00","Thứ Hai","13:00 to 22:00","Thứ Ba","13:00 to 22:00",,,"48","Bình Tân, Hồ Chí Minh","873 HL2","Cơm Gà Xối Mỡ Nhà Táo","5","https://www.google.com/maps/search/?api=1&query=C%C6%A1m%20G%C3%A0%20X%E1%BB%91i%20M%E1%BB%A1%20Nh%C3%A0%20T%C3%A1o&query_place_id=ChIJbUhmopItdTER1AJcZnfPajo",,"4"
"704 Tên Lửa, Bình Trị Đông B, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","false",,,"10.7549307","106.6065238","Thứ Tư","06:30 to 14:30, 17:00 to 23:00","Thứ Năm","06:30 to 14:30, 17:00 to 23:00","Thứ Sáu","06:30 to 14:30, 17:00 to 23:00","Thứ Bảy","06:00 to 14:30, 17:00 to 23:00","Chủ Nhật","06:30 to 14:30, 17:00 to 23:00","Thứ Hai","06:30 to 14:30, 17:00 to 23:00","Thứ Ba","06:30 to 14:30, 17:00 to 23:00","+84 902 419 687",,"49","Bình Tân, Hồ Chí Minh","704 Tên Lửa","Mì kéo kungfu bửu ký","5","https://www.google.com/maps/search/?api=1&query=M%C3%AC%20k%C3%A9o%20kungfu%20b%E1%BB%ADu%20k%C3%BD&query_place_id=ChIJCdnhhDgtdTERWsBdo5f3jSg",,"1"
"104 Trương Phước Phan, Bình Trị Đông, Bình Tân, Thành phố Hồ Chí Minh, Việt Nam","Nhà hàng châu Á","true",,,"10.7642201","106.6130242","Thứ Tư","06:00 to 21:00","Thứ Năm","06:00 to 21:00","Thứ Sáu","06:00 to 21:00","Thứ Bảy","06:00 to 21:00","Chủ Nhật","06:00 to 21:00","Thứ Hai","06:00 to 21:00","Thứ Ba","06:00 to 21:00","+84 792 377 680",,"67","Bình Tân, Thành phố Hồ Chí Minh","104 Trương Phước Phan","Bò Bít Tết Yi Yi","4.6","https://www.google.com/maps/search/?api=1&query=B%C3%B2%20B%C3%ADt%20T%E1%BA%BFt%20Yi%20Yi&query_place_id=ChIJTSEvHxUtdTERbzeTWw_9DqY",,"5"
"162 Lê Đình Cẩn, Tân Tạo, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng cháo","true",,,"10.7597677","106.6003807","Thứ Tư","07:30 to 21:00","Thứ Năm","07:30 to 21:00","Thứ Sáu","07:30 to 21:00","Thứ Bảy","07:30 to 21:00","Chủ Nhật","07:30 to 21:00","Thứ Hai","07:30 to 21:00","Thứ Ba","07:30 to 21:00","+84 939 069 603",,"79","Bình Tân, Hồ Chí Minh","162 Lê Đình Cẩn","Siêu Thị Cháo Soup","5","https://www.google.com/maps/search/?api=1&query=Si%C3%AAu%20Th%E1%BB%8B%20Ch%C3%A1o%20Soup&query_place_id=ChIJSeit20gsdTERO36CmXvGiQQ",,"1"
"1 Đ. Bình Trị Đông, Bình Trị Đông A, Bình Tân, Hồ Chí Minh, Việt Nam","Nhà hàng gia đình","true",,,"10.76633","106.6102",,,,,,,,,,,,,,,,,"53","Bình Tân, Hồ Chí Minh","1 Đ. Bình Trị Đông","Lê Thành Trung","5","https://www.google.com/maps/search/?api=1&query=L%C3%AA%20Th%C3%A0nh%20Trung&query_place_id=ChIJJ9wDo_4tdTERmO43uRjC7_8",,"1"
